0 1:5e-05 2:-1.99861e-05 3:2.46302e-06 4:7.98914e-06 5:-9.75786e-07 6:0.185546 7:0.999687 8:0.000312529 9:2.08137e-09 10:1.60768e-05 11:1 12:0.313109 13:2.08072e-09
0 1:1.6597e-10 2:-1.53203e-10 3:3.90659e-12 4:5.85793e-05 5:-1.46353e-05 6:0.486465 7:0.99988 8:0.000120443 9:3.41175e-10 10:1.67869e-05 11:1 12:0.351113 13:3.41134e-10
1 1:0.00750964 2:-0.00175468 3:-0.000142859 4:0.0261538 5:-0.0203515 6:0.0842414 7:0.779741 8:0.140057 9:0.0802017 10:0.0236124 11:0.919798 12:0.331602 13:0.0616718
0 1:0.000368895 2:0.000748975 3:7.57523e-05 4:0.00489041 5:0.000173012 6:0.240577 7:0.979171 8:0.0197984 9:0.00103106 10:0.00668717 11:0.998969 12:0.371352 13:0.001009
0 1:0.0253988 2:0.027248 3:0.00993751 4:0.0292301 5:0.0106548 6:0.251431 7:0.787897 8:0.212106 9:-3.10837e-06 10:-nan 11:1 12:nan 13:-2.56445e-06
0 1:0.00720201 2:-0.00384757 3:0.00137582 4:0.00205562 5:-0.000730531 6:0.174398 7:0.947006 8:0.0529937 9:5.17926e-07 10:0.00052611 11:0.999999 12:0.347876 13:4.9186e-07
0 1:0.000656122 2:-0.000280548 3:0.000452193 4:0.000120061 5:-0.000189709 6:0.185543 7:0.995824 8:0.00417532 9:4.75088e-07 10:0.000233141 11:1 12:0.318093 13:4.73112e-07
0 1:0.00391994 2:-0.00190522 3:0.000831493 4:0.00092606 5:-0.000407496 6:0.178621 7:0.972899 8:0.0271013 9:2.62392e-07 10:0.000343498 11:1 12:0.333482 13:2.55468e-07
1 1:0.000819976 2:0.000391304 3:-0.00124245 4:0.000407855 5:0.0017231 6:0.0473154 7:0.977736 8:0.0206462 9:0.00161814 10:0.00156586 11:0.998382 12:0.152513 13:0.00158039
1 1:0.011796 2:0.000702208 3:-0.00440974 4:0.000877285 5:0.00415032 6:0.0893693 7:0.870547 8:0.122683 9:0.00676988 10:0.0085944 11:0.99323 12:0.272736 13:0.00595823
0 1:0.00110793 2:0.00272962 3:0.000243382 4:0.00672568 5:0.000599764 6:0.000935308 7:0.88914 8:0.110848 9:1.22181e-05 10:8.7339e-05 11:0.999988 12:0.0443822 13:1.09986e-05
0 1:0.0011297 2:0.00278346 3:-3.69365e-05 4:0.00685868 5:-8.77115e-05 6:0.016348 7:0.511459 8:0.488536 9:4.96853e-06 10:0.000219721 11:0.999995 12:0.105832 13:3.33784e-06
0 1:0.000997004 2:0.000870942 3:0.00017338 4:0.0025752 5:0.0002106 6:0.0964357 7:0.9693 8:0.0243665 9:0.00633363 10:0.00558692 11:0.993666 12:0.247311 13:0.00610745
1 1:0.0198037 2:0.0042552 3:-0.0131849 4:0.0169758 5:-0.00819616 6:0.0805604 7:0.775168 8:0.0605469 9:0.164285 10:0.0281315 11:0.835715 12:0.343396 13:0.118266
0 1:0.0465542 2:0.0256212 3:0.0254451 4:0.0141009 5:0.0140504 6:0.543061 7:0.89187 8:0.10813 9:3.07211e-07 10:0.00175134 11:1 12:0.497695 13:2.77233e-07
0 1:0.00830413 2:-0.0151008 3:0.00146195 4:0.0274599 5:-0.00263747 6:0.486127 7:0.926475 8:0.073525 9:-2.18559e-07 10:-nan 11:1 12:nan 13:-2.0359e-07
0 1:2.89977e-05 2:0.000108878 3:8.88564e-06 4:0.000410194 5:3.2588e-05 6:0.00532469 7:0.917582 8:0.0824004 9:1.72399e-05 10:5.98638e-05 11:0.999983 12:0.0312724 13:1.59269e-05
0 1:5.9907e-06 2:2.57789e-05 3:8.1043e-07 4:0.000110933 5:3.48749e-06 6:0.479136 7:0.999756 8:0.00024403 9:3.35167e-10 10:2.07983e-05 11:1 12:0.353593 13:3.35085e-10
1 1:0.00204357 2:0.000267761 3:0.00605275 4:0.01068 5:-0.0011584 6:0.0389116 7:0.732992 8:0.240595 9:0.0264127 10:0.0076557 11:0.973587 12:0.184216 13:0.0204208
1 1:0.0275187 2:-0.000113467 3:-0.017018 4:0.0144791 5:0.00469275 6:0.0817677 7:0.73794 8:0.100692 9:0.161368 10:0.0302926 11:0.838632 12:0.358397 13:0.113366
1 1:0.0127871 2:0.0034653 3:-0.00609179 4:0.0137947 5:-0.00673605 6:0.0704555 7:0.787381 8:0.0765769 9:0.136042 10:0.0220866 11:0.863958 12:0.298591 13:0.100872
1 1:0.0229186 2:0.00131728 3:-0.0158881 4:0.0145232 5:-0.000129372 6:0.0816621 7:0.775621 8:0.058765 9:0.165614 10:0.0285939 11:0.834386 12:0.346894 13:0.119147
1 1:0.0126123 2:0.00512967 3:-0.00674881 4:0.00665562 5:0.00189357 6:0.0919165 7:0.835042 8:0.128071 9:0.0368869 10:0.0168893 11:0.963113 12:0.303427 13:0.0306919
0 1:0.00128277 2:-0.000820031 3:0.000230668 4:0.00335213 5:-0.000171768 6:0.100541 7:0.963825 8:0.026259 9:0.00991581 10:0.00714376 11:0.990084 12:0.258281 13:0.00947892
0 1:0.00253521 2:0.0147224 3:0.00053973 4:0.0854976 5:0.00313451 6:0.00250006 7:0.972979 8:0.0270207 9:5.6744e-07 10:0.000218995 11:0.999999 12:0.22848 13:5.5251e-07
0 1:0.000821773 2:0.00022816 3:0.000110551 4:0.0031873 5:9.1059e-05 6:0.104415 7:0.969267 8:0.0230726 9:0.00766043 10:0.00644739 11:0.99234 12:0.260043 13:0.0073772
0 1:0.00255223 2:0.0148191 3:-7.80713e-05 4:0.0860449 5:-0.000450693 6:0.0163648 7:0.815328 8:0.184672 9:2.55349e-07 10:0.000320095 11:1 12:0.282027 13:2.15544e-07
0 1:0.00121078 2:0.00370197 3:0.000254476 4:0.01132 5:0.000778235 6:0.00120233 7:0.909174 8:0.0908179 9:8.45353e-06 10:0.000115281 11:0.999992 12:0.0628248 13:7.7496e-06
0 1:0.00120634 2:0.00369016 3:-5.89903e-05 4:0.0112892 5:-0.000179471 6:0.0162757 7:0.233286 8:0.766708 9:6.622e-06 10:0.000279897 11:0.999993 12:0.121784 13:3.74819e-06
0 1:0.000857816 2:0.00109965 3:0.000151675 4:0.00212175 5:0.000204831 6:0.100719 7:0.972623 8:0.0251786 9:0.00219877 10:0.00394735 11:0.997801 12:0.249308 13:0.00213561
0 1:1.0057e-06 2:-1.12752e-06 3:-1.11576e-07 4:1.26409e-06 5:1.25091e-07 6:0.00708288 7:0.99968 8:0.00032046 9:4.88282e-10 10:3.81673e-07 11:1 12:0.0350903 13:4.88126e-10
0 1:0.000715871 2:0.000239174 3:-0.00012907 4:7.99611e-05 5:-4.41193e-05 6:0.00602218 7:0.868526 8:0.131466 9:7.82625e-06 10:6.08333e-05 11:0.999992 12:0.0364597 13:6.91681e-06
1 1:0.0175453 2:0.00033342 3:-0.0110152 4:0.0130249 5:-0.00203841 6:0.078669 7:0.806326 8:0.0329718 9:0.160702 10:0.025371 11:0.839298 12:0.324356 13:0.118654
0 1:0.0250088 2:0.00842436 3:-0.00908328 4:0.00283787 5:-0.00306004 6:0.128582 7:0.791925 8:0.208075 9:5.05155e-07 10:0.000611087 11:1 12:0.362066 13:4.18149e-07
1 1:0.00869837 2:-0.000883221 3:-0.00381159 4:0.00516644 5:-0.00153392 6:0.0391663 7:0.784436 8:0.095127 9:0.120437 10:0.0117536 11:0.879563 12:0.194357 13:0.0901475
1 1:0.00271294 2:0.00186092 3:0.0062329 4:0.0105835 5:-0.00264199 6:0.048849 7:0.779866 8:0.192875 9:0.0272591 10:0.00905327 11:0.972741 12:0.207886 13:0.0218529
1 1:0.0259042 2:-0.00624752 3:-0.0171924 4:0.0139981 5:0.00229924 6:0.0620457 7:0.683104 8:0.162245 9:0.154651 10:0.0253529 11:0.845349 12:0.31739 13:0.105094
1 1:0.0218192 2:0.0125186 3:0.0144169 4:0.0260062 5:0.0132359 6:0.0748122 7:0.656453 8:0.209872 9:0.133675 10:0.0297297 11:0.866325 12:0.358011 13:0.0904911
0 1:3.40286e-05 2:-6.7131e-05 3:3.59607e-05 4:0.000156777 5:-2.55134e-05 6:0.00608279 7:0.969404 8:0.0298791 9:0.000716829 10:0.000170276 11:0.999283 12:0.0326899 13:0.000695064
1 1:0.0022958 2:-0.00101408 3:0.00623041 4:0.0115114 5:0.00150507 6:0.053849 7:0.787551 8:0.186569 9:0.02588 10:0.00964298 11:0.97412 12:0.219829 13:0.0208991
1 1:0.0207503 2:-0.0020867 3:-0.0135441 4:0.0142905 5:0.00380051 6:0.0809914 7:0.783531 8:0.0539585 9:0.162511 10:0.0275706 11:0.837489 12:0.339926 13:0.117848
0 1:0.00685474 2:-0.00426186 3:-3.7562e-05 4:0.00264988 5:2.33131e-05 6:0.0141075 7:0.326328 8:0.673666 9:5.82403e-06 10:0.000222512 11:0.999994 12:0.104367 13:3.47978e-06
1 1:0.0235981 2:-0.00728242 3:-0.0177658 4:0.0145562 5:0.00492081 6:0.0596552 7:0.706407 8:0.147725 9:0.145868 10:0.023773 11:0.854132 12:0.306539 13:0.101335
1 1:0.0151667 2:0.000452817 3:-0.00791568 4:0.0122228 5:0.00133974 6:0.070352 7:0.800678 8:0.031475 9:0.167847 10:0.0230363 11:0.832153 12:0.302257 13:0.12277
1 1:0.01279 2:-0.0114141 3:-0.013416 4:0.0251378 5:0.0200981 6:0.066897 7:0.752066 8:0.17287 9:0.0750637 10:0.0209972 11:0.924936 12:0.308566 13:0.0567376
1 1:0.0116957 2:-0.00798691 3:-0.00934591 4:0.0236954 5:0.0109669 6:0.0872608 7:0.728259 8:0.188497 9:0.0832439 10:0.0256001 11:0.916756 12:0.345415 13:0.0614353
0 1:0.000563221 2:0.0012469 3:-7.96191e-05 4:0.00276055 5:-0.00017799 6:0.0149785 7:0.778364 8:0.221635 9:8.9553e-07 10:8.73917e-05 11:0.999999 12:0.0818897 13:7.33057e-07
0 1:0.000628327 2:0.00139294 3:0.000143705 4:0.00308806 5:0.000318601 6:0.0873609 7:0.957477 8:0.042523 9:9.53727e-08 10:0.000139318 11:1 12:0.233749 13:9.14826e-08
1 1:0.0147189 2:-0.00876679 3:-0.0123499 4:0.0247747 5:0.01221 6:0.0851299 7:0.719437 8:0.177233 9:0.10333 10:0.0276641 11:0.89667 12:0.353246 13:0.074666
0 1:0.000198139 2:-0.000650046 3:5.52228e-07 4:0.00215413 5:0.000103945 6:0.498614 7:0.995286 8:0.0047103 9:3.62876e-06 10:0.00128473 11:0.999996 12:0.361248 13:3.61172e-06
0 1:0.00537466 2:-0.0185368 3:-7.72516e-05 4:0.0639326 5:0.000277304 6:0.486366 7:0.8575 8:0.1425 9:1.3824e-07 10:0.00131355 11:1 12:0.535566 13:1.20998e-07
1 1:0.016351 2:-0.00950892 3:-0.014936 4:0.0234623 5:0.0099721 6:0.0856873 7:0.717952 8:0.182186 9:0.099862 10:0.0276317 11:0.900138 12:0.35438 13:0.0722638
0 1:0.00182375 2:-0.00414159 3:0.000988034 4:0.00940615 5:-0.0022192 6:0.486042 7:0.976922 8:0.023078 9:3.20828e-07 10:0.000947351 11:1 12:0.401028 13:3.13591e-07
1 1:0.0154614 2:-2.47683e-05 3:-0.00547052 4:0.00794122 5:-0.000271332 6:0.0772966 7:0.807381 8:0.0905349 9:0.102084 10:0.020993 11:0.897916 12:0.299969 13:0.0788473
0 1:0.00104545 2:-0.000414505 3:-4.96281e-05 4:0.000164418 5:1.96927e-05 6:0.00551151 7:0.780642 8:0.219346 9:1.13601e-05 10:7.4731e-05 11:0.999989 12:0.0367915 13:9.31634e-06
0 1:0.0463669 2:0.0553348 3:-0.00224927 4:0.0676361 5:-0.00290483 6:0.00615565 7:0.946838 8:0.0474193 9:0.00574247 10:0.00764067 11:0.994258 12:0.282551 13:0.00542303
0 1:0.0547342 2:0.0596789 3:0.00815272 4:0.0662609 5:0.0100841 6:0.0576313 7:0.552277 8:0.443406 9:0.00431727 10:0.015324 11:0.995683 12:0.42145 13:0.00297324
0 1:0.0017977 2:0.00183391 3:0.00037951 4:0.001871 5:0.000396013 6:0.180891 7:0.979729 8:0.0202708 9:4.15796e-07 10:0.000368136 11:1 12:0.329867 13:4.07534e-07
1 1:0.0114651 2:-0.00460066 3:-0.00836901 4:0.0295689 5:0.0153887 6:0.0844105 7:0.710824 8:0.177257 9:0.111918 10:0.0285324 11:0.888082 12:0.356784 13:0.0798793
1 1:0.0115898 2:-0.00421559 3:-0.00676553 4:0.029963 5:0.0107673 6:0.0828896 7:0.669822 8:0.209063 9:0.121115 10:0.0293221 11:0.878885 12:0.358972 13:0.0834529
0 1:0.0184468 2:0.00536243 3:0.00284159 4:0.00444193 5:0.000768214 6:0.362117 7:0.944113 8:0.0486398 9:0.00724694 10:0.0267938 11:0.992753 12:0.462366 13:0.00681659
0 1:0.00355899 2:0.00674051 3:0.00682167 4:0.0129466 5:0.013238 6:0.0277808 7:0.837241 8:0.161746 9:0.00101319 10:0.00208681 11:0.998987 12:0.156271 13:0.000870612
